,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
1307,458,,,범죄를 저질려도 청소년이란이유로 처벌도 안받았을꺼고ㅠ 가슴이 아팠습니다!,보는 내내 가슴이 너무 많이 아팠네유.,2.2,0.0,458
1305,458,,,아무리 범죄를 저질려도 청소년이란이유로 처벌도 안받았을꺼고ㅠ 가슴이 아팠습니다!,보는 내내 가슴이 많이 아팠네유.,2.2,0.0,458
1306,458,,,아무리 범죄를 저질려도 청소년이란이유로 처벌도 안받았을꺼고ㅠ 가슴이 아팠습니다!,보는 내내 가슴이 너무 많이 아팠네유.,,,458
1309,459,,,국가 인권 위원회 는 즉각 강제 해산하라,국가인권위원회를 즉각 해산하라.,4.8,1.0,459
1310,459,boostcamp-sts-v1-dev-459,petition-rtt,국가 인권 위원회 는 즉각 해산하라,국가인권위원회를 즉각 해산하라.,4.8,1.0,459
1311,460,,,국회의원 세비 및 봉급을 모두 동결합시다,국회의원 월급이나 연봉 삭감을 청원합니다,1.8,0.0,460
1312,460,,,국회의원 세비 및 봉급을 모두 동결합시다,또한 국회의원 월급이나 연봉 삭감을 청원합니다,,,460
1313,460,,,국회의원 세비 및 봉급을 동결합시다,또한 국회의원 월급이나 연봉 삭감을 청원합니다,1.8,0.0,460
1314,460,boostcamp-sts-v1-dev-460,petition-sampled,국회의원 세비 및 봉급을 동결합시다,국회의원 월급이나 연봉 삭감을 청원합니다,1.8,0.0,460
1316,461,,,이런것들 때문에 내가 영화를 본다...,영화를 보면서... 뭘하는지 몰랐음...,0.6,0.0,461
1315,461,,,이런것들 때문에 내가 영화를 본다...,. 영화를 보면서... 뭘하는지 몰랐음...,,,461
1317,461,,,이런것 때문에 내가 영화를 본다...,. 영화를 보면서... 뭘하는지 몰랐음...,0.6,0.0,461
1318,461,boostcamp-sts-v1-dev-461,nsmc-sampled,이런것 때문에 내가 영화를 본다...,영화를 보면서... 뭘하는지 몰랐음...,0.6,0.0,461
1322,462,,,나에게는 추억이 담겨 있는 영화,나에게는 충분히 즐거웠던 영화,2.2,0.0,462
1321,462,,,나에게는 추억이 담겨 있는 영화,"나에게는 충분히, 즐거웠던 영화",,,462
1319,462,boostcamp-sts-v1-dev-462,nsmc-sampled,나에게는 추억이 있는 영화,나에게는 충분히 즐거웠던 영화,2.2,0.0,462
1320,462,,,나에게는 추억이 있는 영화,"나에게는 충분히, 즐거웠던 영화",2.2,0.0,462
1324,463,boostcamp-sts-v1-dev-463,petition-sampled,일간베스트와 워마드 사이트 폐쇄,"일간베스트,메갈리아 사이트 폐지해주세요",3.2,1.0,463
1323,463,,,일간베스트와 워마드 등 사이트 폐쇄,"일간베스트,메갈리아 사이트 폐지해주세요",3.2,1.0,463
1328,464,,,폭력적 단체생활 강요인 수련활동을 개선해주세요.,폭력적인 집단생활을 강요받는 청소년 훈련활동을 개선해주세요.,4.0,1.0,464
1327,464,,,폭력적 단체생활 강요인 수련활동을 좀 개선해주세요.,폭력적인 집단생활을 강요받는 청소년 훈련활동을 개선해주세요.,,,464
1325,464,,,폭력적 단체생활 강요인 수련활동을 좀 개선해주세요.,폭력적인 집단생활을 강요받는 훈련활동을 개선해주세요.,4.0,1.0,464
1326,464,boostcamp-sts-v1-dev-464,petition-rtt,폭력적 단체생활 강요인 수련활동을 개선해주세요.,폭력적인 집단생활을 강요받는 훈련활동을 개선해주세요.,4.0,1.0,464
1332,465,,,나이틀리 역의 제레미 노덤..너무 멋져요.,나이틀리 역의 제레미의 노덤... 너무 멋집니다.,4.4,1.0,465
1331,465,,,나이틀리프 역의 제레미 노덤.. 너무 멋져요.,나이틀리 역의 제레미의 노덤... 너무 멋집니다.,,,465
1330,465,boostcamp-sts-v1-dev-465,nsmc-rtt,나이틀리 역의 제레미 노덤..너무 멋져요.,나이틀리 역의 제레미 노덤...너무 멋집니다.,4.4,1.0,465
1329,465,,,나이틀리프 역의 제레미 노덤.. 너무 멋져요.,나이틀리 역의 제레미 노덤...너무 멋집니다.,4.4,1.0,465
1333,466,boostcamp-sts-v1-dev-466,slack-rtt,두 분 다 간만에 햇살 맞으며 산책이셨다고 하네요.,두 사람은 오랜만에 햇살을 받으며 산책을 했다고 한다.,4.0,1.0,466
1334,466,,,두 분 다 간만에 햇살을 맞으며 산책이셨다고 하네요.,두 사람은 오랜만에 햇살을 받으며 산책을 했다고 한다.,4.0,1.0,466
1335,466,,,두 분 다 간만에 햇살을 맞으며 산책이셨다고 하네요.,두 사람은 오랜만에 햇살을 받으며 산책을 했다고도 한다.,,,466
1336,466,,,두 분 다 간만에 햇살 맞으며 산책이셨다고 하네요.,두 사람은 오랜만에 햇살을 받으며 산책을 했다고도 한다.,4.0,1.0,466
1337,467,boostcamp-sts-v1-dev-467,nsmc-sampled,옛날영화치고 재밌어요 ㅋㅋ,어릴때보고 지금다시봐도 재밌어요ㅋㅋ,2.0,0.0,467
1338,468,boostcamp-sts-v1-dev-468,slack-rtt,넘 사랑스런 울팀...,정말 사랑스러운 팀...,3.6,1.0,468
1341,469,boostcamp-sts-v1-dev-469,nsmc-sampled,뭔생각으로 만든걸까 궁금하게 만드는 영화,"왜만든지 궁금하게 만드는 영화,,,,",3.8,1.0,469
1342,469,,,뭔생각으로 이렇게 만든걸까 궁금하게 만드는 영화,"왜만든지 궁금하게 만드는 영화,,,,",3.8,1.0,469
1339,469,,,뭔생각으로 만든걸까 궁금하게 만드는 영화,"왜만든지 궁금하게끔 만드는 영화,,,,",3.8,1.0,469
1340,469,,,뭔생각으로 이렇게 만든걸까 궁금하게 만드는 영화,"왜만든지 궁금하게끔 만드는 영화,,,,",,,469
1343,470,,,너무 멋진 말씀이네요. 고고고!,오 ~ 너무 멋진 글 모음이내요.,2.0,0.0,470
1344,470,,,너무 멋진 분 말씀이네요. 고고고!,오 ~ 너무 멋진 글 모음이내요.,,,470
1345,470,boostcamp-sts-v1-dev-470,slack-sampled,너무 멋진 말씀이네요. 고고고!,오 너무 멋진 글 모음이내요.,2.0,0.0,470
1346,470,,,너무 멋진 분 말씀이네요. 고고고!,오 너무 멋진 글 모음이내요.,2.0,0.0,470
1347,471,boostcamp-sts-v1-dev-471,petition-sampled,대통령방북시 직항로개설해 주세요,1종 자동 면허 개설해 주세요~~,0.4,0.0,471
1348,471,,,대통령방북시 직항로개설해 주세요,자동차 1종 자동 면허 개설해 주세요 ~ ~,0.4,0.0,471
1352,472,,,제발 선처 부탁 드립니다.,소년법 폐지 철회 부탁 드립니다.,0.5,0.0,472
1349,472,boostcamp-sts-v1-dev-472,petition-sampled,제발 선처 부탁 드립니다.,소년법 폐지 부탁 드립니다.,0.5,0.0,472
1350,472,,,제발 선처 부탁을 드립니다.,소년법 폐지 철회 부탁 드립니다.,,,472
1351,472,,,제발 선처 부탁을 드립니다.,소년법 폐지 부탁 드립니다.,0.5,0.0,472
1354,473,,,거부감은 들지만 너무 신선하고 재밌다,거부되었지만 신선하고 재미있습니다.,3.0,1.0,473
1353,473,boostcamp-sts-v1-dev-473,nsmc-rtt,거부감은 들지만 신선하고 재밌다,거부되었지만 신선하고 재미있습니다.,3.0,1.0,473
1355,474,boostcamp-sts-v1-dev-474,nsmc-sampled,아ㅋㅋ 병맛영화ㅋㅋ,말그대로 병맛 코미디ㅋㅋㅋ,2.8,1.0,474
1356,475,,,국회의원 의석수를 줄여야합니다,국회의원 수를 반으로 대폭 줄입시다,3.0,1.0,475
1357,475,boostcamp-sts-v1-dev-475,petition-sampled,국회의원 의석수를 줄여야합니다,국회의원 수를 반으로 줄입시다,3.0,1.0,475
1358,476,,,클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에게에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,3.8,1.0,476
1359,476,,,그리고 클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에게에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,,,476
1360,476,boostcamp-sts-v1-dev-476,nsmc-rtt,클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,3.8,1.0,476
1361,476,,,그리고 클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,3.8,1.0,476
1363,477,boostcamp-sts-v1-dev-477,slack-sampled,막국수 에세이 ㅋㅋㅋ,오 막국수 킬러ㅋㅋㅋ 고기리 막국수 안가보셨다면 한번 모시겠습니다ㅎㅎ,1.2,0.0,477
1362,477,,,막국수 에세이 ㅋㅋㅋ,오 막국수 킬러ㅋㅋㅋ 고기리 막국수 안가보셨다면 꼭 한번 모시겠습니다ㅎㅎ,1.2,0.0,477
1364,478,,,남북단일팀 취소를 촉구합니다,남북 단일팀 취소 철회 촉구,4.0,1.0,478
1365,478,boostcamp-sts-v1-dev-478,petition-rtt,남북단일팀 취소를 촉구합니다,남북 단일팀 취소 촉구,4.0,1.0,478
1366,479,,,조양호 당장 물러나라,조양호 조양호 회장 경영 퇴출,3.6,1.0,479
1367,479,boostcamp-sts-v1-dev-479,petition-sampled,조양호 당장 물러나라,조양호 회장 경영 퇴출,3.6,1.0,479
1370,480,,,제발 중국발 미세먼지 대책 마련해주세요,제발 중국발 미세먼지 대책 강구해주세요,,,480
1368,480,,,중국발 미세먼지 대책 마련해주세요,제발 중국발 미세먼지 대책 강구해주세요,4.2,1.0,480
1369,480,boostcamp-sts-v1-dev-480,petition-rtt,중국발 미세먼지 대책 마련해주세요,중국발 미세먼지 대책 강구해주세요,4.2,1.0,480
1371,480,,,제발 중국발 미세먼지 대책 마련해주세요,중국발 미세먼지 대책 강구해주세요,4.2,1.0,480
1373,481,boostcamp-sts-v1-dev-481,nsmc-sampled,오랜만에 인상깊은 애니메이션을 만났다,역시 애니메이션은 픽사,1.0,0.0,481
1372,481,,,오랜만에 인상깊은 애니메이션을 보고 만났다,역시 애니메이션은 픽사,1.0,0.0,481
1376,482,,,따라서 구성원의 온보딩 과정에서 트레이닝과 함께 정서적인 지지를 제공하고 구성원이 피드백할 기회를 마련해야 한다.,회원의 온보딩 과정에서 교육적 지원 및 정서적 지원이 제공되어야만 하며 회원이 피드백을 제공할 수 있는 기회가 제공되어야 합니다.,,,482
1377,482,boostcamp-sts-v1-dev-482,slack-rtt,구성원의 온보딩 과정에서 트레이닝과 정서적인 지지를 제공하고 구성원이 피드백할 기회를 마련해야 한다.,회원의 온보딩 과정에서 교육 및 정서적 지원이 제공되어야 하며 회원이 피드백을 제공할 수 있는 기회가 제공되어야 합니다.,3.8,1.0,482
1374,482,,,따라서 구성원의 온보딩 과정에서 트레이닝과 함께 정서적인 지지를 제공하고 구성원이 피드백할 기회를 마련해야 한다.,회원의 온보딩 과정에서 교육 및 정서적 지원이 제공되어야 하며 회원이 피드백을 제공할 수 있는 기회가 제공되어야 합니다.,3.8,1.0,482
1375,482,,,구성원의 온보딩 과정에서 트레이닝과 정서적인 지지를 제공하고 구성원이 피드백할 기회를 마련해야 한다.,회원의 온보딩 과정에서 교육적 지원 및 정서적 지원이 제공되어야만 하며 회원이 피드백을 제공할 수 있는 기회가 제공되어야 합니다.,3.8,1.0,482
1381,483,,,또한 초등학교 교사 증가및 효율적인 분배를 요청합니다,초등학교 교원 증원 및 효율적인 배분 요청,4.5,1.0,483
1380,483,,,또한 초등학교 교사 증가및 효율적인 분배를 요청합니다,전국 초등학교 교원 증원 및 효율적인 배분 요청,,,483
1379,483,boostcamp-sts-v1-dev-483,petition-rtt,초등학교 교사 증가및 효율적인 분배를 요청합니다,초등학교 교원 증원 및 효율적인 배분 요청,4.5,1.0,483
1378,483,,,초등학교 교사 증가및 효율적인 분배를 요청합니다,전국 초등학교 교원 증원 및 효율적인 배분 요청,4.5,1.0,483
1382,484,,,몰래카메라 판매 품질 기준 강화,이동식무인단속카메라는 몰래카메라,0.6,0.0,484
1383,484,boostcamp-sts-v1-dev-484,petition-sampled,몰래카메라 판매 기준 강화,이동식무인단속카메라는 몰래카메라,0.6,0.0,484
1384,485,,,함께 직접 실험해보실분들 모두 환영입니다!,누구나 모두 우리와 함께 실험할 수 있습니다!,,,485
1385,485,boostcamp-sts-v1-dev-485,slack-rtt,함께 실험해보실분들 모두 환영입니다!,누구나 우리와 함께 실험할 수 있습니다!,1.6,0.0,485
1386,485,,,함께 실험해보실분들 모두 환영입니다!,누구나 모두 우리와 함께 실험할 수 있습니다!,1.6,0.0,485
1387,485,,,함께 직접 실험해보실분들 모두 환영입니다!,누구나 우리와 함께 실험할 수 있습니다!,1.6,0.0,485
1388,486,boostcamp-sts-v1-dev-486,nsmc-sampled,평범한 소재로 어쩜 이런 영화를 만들었을까!,대체 왜! 제시카알바가 이런 영화에 그런역할로 출연했을까?,0.6,0.0,486
1389,486,,,평범한 소재로 어쩜 이런 영화를 잘 만들었을까!,그런데 대체 왜! 제시카알바가 이런 영화에 그런역할로 출연했을까?,,,486
1390,486,,,평범한 소재로 어쩜 이런 영화를 만들었을까!,그런데 대체 왜! 제시카알바가 이런 영화에 그런역할로 출연했을까?,0.6,0.0,486
1391,486,,,평범한 소재로 어쩜 이런 영화를 잘 만들었을까!,대체 왜! 제시카알바가 이런 영화에 그런역할로 출연했을까?,0.6,0.0,486
1393,487,,,그래도 이건 별로 흥미조차 없다,흥미가 가지 않았다.,3.0,1.0,487
1392,487,boostcamp-sts-v1-dev-487,nsmc-sampled,그래도 이건 흥미조차 없다,흥미가 가지 않았다.,3.0,1.0,487
1394,488,boostcamp-sts-v1-dev-488,slack-sampled,한시간이 넘도록 말씀 나누는데 모니터 빨려들어갈 뻔 했네요.,30분이 얘기하다보니 한시간이 되었네요.,1.0,0.0,488
1395,488,,,한시간이 넘도록 한 말씀 나누는데 모니터 빨려들어갈 뻔 했네요.,30분이 얘기하다보니 한시간이 다 되었네요.,,,488
1396,488,,,한시간이 넘도록 말씀 나누는데 모니터 빨려들어갈 뻔 했네요.,30분이 얘기하다보니 한시간이 다 되었네요.,1.0,0.0,488
1397,488,,,한시간이 넘도록 한 말씀 나누는데 모니터 빨려들어갈 뻔 했네요.,30분이 얘기하다보니 한시간이 되었네요.,1.0,0.0,488
1398,489,,,조두순 재판을 다시해 봐 주세요,조두순무기징역받게 해 주세요,1.8,0.0,489
1399,489,boostcamp-sts-v1-dev-489,petition-sampled,조두순 재판을 다시해 주세요,조두순무기징역받게 해 주세요,1.8,0.0,489
1400,490,,,이후 <PERSON> 님과 함께 나른한 오후 달달한 디저트와 함께 짧고 굵은 수다를 떨었습니다.,"16번째, 금요일 오후 시간 추석 연휴를 기다리며, < PERSON > 님과 업무에서 지친 몸과 마음을 리프레시케 하는 수다 타임을 가졌습니다.",1.6,0.0,490
1401,490,,,이후 < PERSON > 님과 함께 나른한 오후 달달한 디저트와 함께 함께 짧고도 굵은 수다를 떨었습니다.,"16번째, 금요일 오후 시간 추석 연휴를 기다리며, < PERSON > 님과 업무에서 지친 몸과 마음을 리프레시케 하는 수다 타임을 가졌습니다.",,,490
1402,490,boostcamp-sts-v1-dev-490,slack-sampled,이후 <PERSON> 님과 함께 나른한 오후 달달한 디저트와 함께 짧고 굵은 수다를 떨었습니다.,"16번째, 금요일 오후 시간 추석 연휴를 기다리며 <PERSON> 님과 업무에 지친 몸과 마음을 리프레시 하는 수다 타임을 가졌습니다.",1.6,0.0,490
1403,490,,,이후 < PERSON > 님과 함께 나른한 오후 달달한 디저트와 함께 함께 짧고도 굵은 수다를 떨었습니다.,"16번째, 금요일 오후 시간 추석 연휴를 기다리며 <PERSON> 님과 업무에 지친 몸과 마음을 리프레시 하는 수다 타임을 가졌습니다.",1.6,0.0,490
1404,491,boostcamp-sts-v1-dev-491,petition-sampled,국가대표 신태용감독 퇴사요구,신태용감독을 퇴출시켜주세요.,3.8,1.0,491
1405,492,boostcamp-sts-v1-dev-492,nsmc-sampled,지금 봐도 체감공포는 최곤데..,지금 생각해도 눈물이 흐르네요...,0.4,0.0,492
1406,492,,,지금 봐도 체감공포는 최곤데..,지금 생각해도 눈물이 줄줄 흐르네요...,0.4,0.0,492
1407,492,,,. 지금 봐도 체감공포는 최곤데..,지금 생각해도 눈물이 줄줄 흐르네요...,,,492
1408,492,,,. 지금 봐도 체감공포는 최곤데..,지금 생각해도 눈물이 흐르네요...,0.4,0.0,492
