,sentence_1,sentence_1_bert
8346,변호사시험 5탈제도가 사법고시보다 훨씬 타격도 크고 안좋은 제도입니다,변호사시험 5탈제도가 다른 사법고시보다 훨씬 타격도 크고 안좋은 제도입니다
8348,"초반엔 스펙타클 하지만, 결국은 빛좋은 개살구 ..","초반엔 스펙타클 하지만, 결국은 빛좋은건 개살구.."
8353,2018폭염으로 고시원 계약 전력초과에 예외규정적용을 청원합니다.,2018폭염으로 고시원 계약시 전력초과에 예외규정적용을 청원합니다.
8377,지역 관련 겹치는게 많더라구요!,지역별 관련 겹치는게 많더라구요!
8388,아직 오픈전이라 지도에 있는 사진은 이전 디저트 가게일때의 리뷰와 사진이 많네용,아직은 오픈전이라 지도에 있는 사진은 대부분 이전 디저트 가게일때의 리뷰와 사진이 많네용
8391,유명한 데는 다 이유가 있었어요~,유명한 데는 다 이유가 다 있었어요 ~
8403,덕분에 어떻게 하면 좋은 인원을 잘 선발할 수 있을지에 대한 힌트를 얻을 수 있었습니다.,"덕분에, 어떻게 하면 좋은 인원을 더 잘 선발할 수 있을지에 대한 힌트를 얻을 수 있었습니다."
8408,대한민국 불체자 강력한 대대적 단속을 해주시길 바랍니다,대한민국 불체자 강력한 대대적 단속을 해주시길 간절히 바랍니다
8413,혹시 언제 삭제되었는지 알 수 있을까요,혹시 언제부터 삭제되었는지 알 수 있을까요
8416,만두사진 보고 필 받아서.. 저녁으로 만두 먹어야겠네요 ㅎㅎ,만두사진 보고 필독 받아서.. 저녁으로 만두 먹어야겠네요 ㅎㅎ
8426,제가 좋아하는 백예린의 커버 앨범이 나왔네요.,제가 좋아하는 백예린의 첫 커버 앨범이 나왔네요.
8428,"드라마내용은좋고 주연진도 괜찮은데 박노예...., 앍","드라마내용은좋고 주연진도 괜찮은데 박노예....,."
8430,참여연대 정확히 뭐하는 조직인가요,도대체 참여연대 정확히 뭐하는 조직인가요
8433,믱 ;ㅁ; 시간이 없어서 시도도 사실 못해봐서...,; ㅁ ; 시간이 없어서. 시도도 사실 못해봐서...
8444,저 이 채널에서 좋은 음악에 눈 여러번 뜨네요.,저 이 채널에서 좋은 음악 음악에 눈 여러번 뜨네요.
8448,정의를 위해 처벌 해주세요,법의 정의를 위해 처벌 해주세요
8450,날짜 잡을때 너무 송구스러운 마음입니다 ㅠㅜ,날짜를 잡을때 너무 송구스러운 마음입니다 ㅠㅜ
8463,제목은 기술자들인데 시나리오는 초보자들이 썼어요,"제목은 기술자들인데, 시나리오는 초보자들이 썼어요"
8464,뒷담화가 그저 뒷담화에 머물고,뒷담화가 그저 묵묵히 뒷담화에 머물고
8465,국가토지 임대후 그 토지를 전대하여 이득을 취하는자 엄벌,국가토지 임대후 그 토지를 전대하여 그 이득을 취하는자 엄벌
8475,참고로 저희집 애들은 줄서서 먹습니다. ㅋㅋ,참고로 저희집의 애들은 줄서서 먹습니다. ㅋㅋ
8482,연휴동안 읽어보고 공유하면 좋을 구문들 바리바리 싸들고 와보겠습니다.,이번 연휴동안 읽어보고 공유하면 좋을 구문들 바리바리 싸들고 와보겠습니다.
8483,3층 서기실의 암호 이책을 구입하고 싶어요.,3층에 서기실의 암호 이책을 구입하고 싶어요.
8488,그와중에 저는 두 번의 더블파로 인간미 한껏 뽐냈습니다,그와중에 저는 무려 두 번의 더블파로 인간미 한껏 뽐냈습니다
8489,크레이지 뷰티풀 영화를 보는내내 제목선정을 너무 잘했네 라는 생각이 든다. 크레이지 뷰티풀,크레이지 뷰티풀 영화를 보는내내 제목선정을 너무 잘했네 라는 생각이 절로 절로 든다. 크레이지 뷰티풀
8496,너무나 찾고 있었던 제품입니다,너무나 찾고 있었던 새로운 제품입니다
8499,우왓!!! 첫캠핑 엄청 제대로 시작하셨네요!ㅎㅎ,! 우왓!!! 첫캠핑 엄청 제대로 시작하셨네요! ㅎㅎ
8515,"영어를 듣고싶습니다, 시험이아닌 진짜영어요.","영어를 꼭 듣고싶습니다, 시험이아닌 진짜영어요."
8518,내가 발로 디자인해도 725억짜리보다 더 잘만들수있다.,내가 발로 디자인해도 725억짜리보다 더 더 잘만들수있다.
8538,용기내어 발표해준 캠퍼에게 감사와 격려의 표시도 듬뿍 해주세요!,또한 용기내어 발표해준 캠퍼에게 감사와 격려의 표시도 듬뿍 해주세요!
8550,아.. 진짜 한 십년 지난 듯한 기분이,. 아.. 진짜 한 십년 지난 듯한 기분이
8551,"으엇, 내일 바로 충전하겠습니다 ㅠㅠ!!!","으엇, 내일 바로 충전하겠습니다. ㅠㅠ!!!"
8552,오늘 밖에 꼭 나가보시길~,오늘은 밖에 꼭 나가보시길 ~
8555,올해도 영월은 내여행 순위이다.,올해도 영월은 내여행자 순위이다.
8558,이제야 보라색 스웻셔츠를 빨 수 있다.,이제야 보라색 다 빨 수 있다.
8581,와 키보드 엄청 예쁩니다!!!!,와 키보드 엄청 넘 예쁩니다!!!!
8596,하늘밖에 안 보이는 걸 보니 최소 롯데타워네요..,하늘밖에 안 돼 보이는 걸 보니 최소 롯데타워네요..
8598,이런저런 근황과 학교 얘기를 재밌게 나눴습니다,이런저런 연예계 근황과 학교 얘기를 재밌게 나눴습니다
8599,오히려 완벽한 계획이 더 웃기지 않나?,오히려 완벽한 결혼 계획이 더 웃기지 않나?
8606,북한 “금강산 합동 문화 공연 취소”…또 한밤 중 일방 통보,북한 “ 금강산 합동 문화행사 공연 취소 ” … 또 한밤중 중 일방 통보
8614,워라밸 보장 제도를 구축해주셨으면 합니다.,워라밸 보장성 제도를 구축해주셨으면 합니다.
8616,[가상화폐] 민주당은 영원히 재집권할 수 없게 됩니다,[ 가상화폐 ] 민주당은 영원히 재집권할 수 없게 해야 됩니다
8625,저도 그럼 3km부터 소소하게 연습해봐야겠어요,저도 그럼 3km부터 소소하게 열심히 연습해봐야겠어요
8629,어머 저는 뻔뻔하지 않답니다,어머 어머 저는 뻔뻔하지 않답니다
8632,저도 선드립 후검색...! ㅋㅋ,ㅋㅋ 저도 선드립 후검색...! ㅋㅋ
8633,뭔가 얘기를 많이 한것 같았는데 제 얘기만 계속 한 것같네요,뭔가 얘기를 좀 좀 많이 한것 같았는데 제 얘기만 계속 한 것같네요
8644,sbs그것이알고싶다 !축구협회 비리좀파헤쳐 주십시요,# sbs그것이알고싶다! 축구협회 비리좀파헤쳐 주십시요
8647,우왓 유튜브 보러 가야겠어요~~~,~ 우왓 유튜브 보러 가야겠어요 ~ ~ ~
8651,문화.예술.체육 불합리 등 및 언론의 자유,문화. 예술. 체육 불합리성 등 및 언론의 자유
8654,오오 저도 방금 택배 받았는데 책같이 되어있네요 ㅎㅎㅎ,오오 저도 방금 택배 받았는데 책같이 되어있네요. ㅎㅎㅎ
8655,나중에 잠실 가게되면 저도 클라이밍 팟에 조인 해보는 것으로...?!,나중에 잠실 가게되면 저도 클라이밍 팟에서 조인 해보는 것으로...?!
8661,"주택가 도로에 일부러 소리내는 오토바이, 챠량 단속좀 합시다.","주택가 도로에 일부러 소리내는 오토바이, 챠량 단속좀 좀 합시다."
8662,% 연산자를 원없이 사용중입니다.,% 연산자를 원없이 계속 사용중입니다.
8664,내가 내 나라에 있는데 불편하다,내가 내 나라에 와 있는데 불편하다
8674,코우는 사납게 생겨서인지 역할이 딱이다^^;,코우는 사납게도 생겨서인지 역할이 딱이다 ^ ^ ;
8678,오오 ㅎㅎㅎ 딱 꽂아 두셨네요^^,오오 ~ ㅎㅎㅎ 딱 꽂아 두셨네요 ^ ^
8684,헉스... 제가 맨날 계란후라이 꽃이라고 부르는 아이들 이름이 마가렛이었군요..ㅋㅋ,헉스... 제가 맨날 계란후라이 꽃이라고 부르는 아이들 이름이 바로 마가렛이었군요.. ㅋㅋ
8685,이상하게 이 작품을 매주 보았단 말이야 (중간만),그런데 이상하게 이 작품을 매주 보았단 말이야 ( 중간만 )
8688,바를 가지고 계신 분이 벌써 세 분,바를 가지고 와 계신 분이 벌써 세 분
8692,%%%문재인과 민주당 지지철회 모임 결성%%%,"% % % 문재인과 민주당 지지철회, 모임 결성 % % %"
8698,곧 저도 캠핑러가... 되겠습니다 ㅋㅋ,그럼 곧 저도 캠핑러가... 되겠습니다 ㅋㅋ
8710,이제는 진짜 아는 사이가 된 느낌!,이제는 진짜 서로 아는 사이가 된 느낌!
8721,역시 똑똑한 인공지능 모델이내요,역시 똑똑한 인공지능의 모델이내요
8722,정말 이기적인 주인공 헥터,정말 이기적인 남자 주인공 헥터
8723,"특히 유럽에서 좋은 기억을 갖고 계시다고 하셨는데, 이야기를 들으면서 저도 교환학생 때 여행한 유럽 생각이 많이 났습니다","특히나 유럽에서 좋은 기억을 갖고 계시다고 하셨는데, 그 이야기를 들으면서 저도 교환학생일 때 여행한 유럽 생각이 많이 났습니다"
8726,오 그럼 잠드시기 전에 알려주세요! ㅋㅋ,오 그럼 잠드시기 전에 꼭 알려주세요! ㅋㅋ
8727,조만간 어멍에서 맛있는 닭갈비와 막국수 먹을 수 있으면 좋겠네요!!!,그럼 조만간 어멍에서 맛있는 닭갈비와 막국수 먹을 수 있으면 좋겠네요!!!
8730,내용 전개가 너무 어정쩡함.,일단 내용 전개가 너무 어정쩡함.
8735,ㅋㅋ 아 사진 구도가...,ㅋㅋ. 아 사진 구도가...
8748,선거 운동 문화를 바꿔보자.,선거 운동의 문화를 바꿔보자.
8757,와~ 잘 자랐네요 ㅎㅎ,와 ~ ~ 잘 자랐네요 ㅎㅎ
8772,우선순위 <PERSON> 님이 검정 선택하시면 제가 흰색 m 가져갈게요!!,우선순위 < PERSON > 입니다 님이 검정 선택하시면 제가 흰색 m 가져갈게요!!
8783,출산 장려를 위한 혜택기준 완화,출산 장려를 위한 위한 혜택기준 완화
8784,광주광역시 무등산 무돌길 주변에 쓰레기통 만들어주세요~,광주광역시 무등산공원 무돌길 주변에 쓰레기통 만들어주세요 ~
8793,조용한 평이함 속의 약간의 부산함.,조용한 평이함. 속의 약간의 부산함.
8795,이 태리 느낌 좋은데요? ㅋㅋ,아 이 태리 느낌 좋은데요? ㅋㅋ
8805,루꼴라는 그 때 그 때 수확을 잘 안해주면 바로 꽃대가 올라버리는 것 같아요 ㅠㅠ,근데 루꼴라는 그 때 그 때 수확을 너무 잘 안해주면 바로 꽃대가 올라버리는 것 같아요 ㅠㅠ
8809,무엇이든 작정하면 끝장을 보시는 듯 하던데 ..,무엇이든 작정하면 끝장을 보시는 듯도 하던데..
8814,BMW 리콜 대상 차량 전부 환불요청~!!,BMW 리콜 대상 모든 차량 전부 환불요청 ~!!
8818,학생들은 조작된 사회만 따라간다.,학생들은 그저 조작된 사회만 따라간다.
8824,케이트 윈슬렛 몸 잘봤다,케이트 - 윈슬렛 몸 잘봤다
8825,어느 기업의 계약직 직원입니다,어느 기업의 계약직 계약직 직원입니다
8826,그걸 앉아서 바라보던 저도.. 같이 핀 셈…인가..,그걸 앉아서 바라보던 저도.. 다 같이 핀 셈 … 인가..
8831,독립유공자 손자녀지원책의 전면재수정 확대를 요청합니다.,독립유공자들의 손자녀지원책의 전면재수정 확대를 요청합니다.
8835,화면발 너무 잘 받네요 ㅎㅎ,화면발 너무 잘 받네요. ㅎㅎ
8836,의료원 전면플라자 갑질을 고발합니다,의료원 전면플라자의 갑질을 고발합니다
8837,헐 엄청 잘 가르치는 것일까요..,. 헐 엄청 잘 가르치는 것일까요..
8847,계속되는 노무현 대통령에 대한 능욕을 봐야합니까,계속되는 노무현 대통령에게 대한 능욕을 봐야합니까
8856,적절하게 알고리즘을 활용하면서 저도 꼭 필요한 서비스인데.. ㅎ,그래도 적절하게 알고리즘을 활용하면서 저도 꼭 필요한 서비스인데.. ㅎ
8865,"저의 최근 고민, 퇴근 후 어떤 것을 계획하고 있는지 등등 여과없이 털어놔버렸네요","그리고 저의 최근 고민, 퇴근 후 어떤 어떤 것을 계획하고 있는지 등등 여과없이 털어놔버렸네요"
8867,멋진 분들한테서 에너지 얻어 갑니다 ㅎㅎ,멋진 분들한테서 에너지를 얻어 갑니다 ㅎㅎ
8868,쌀값 폭등 원인 해명 해주세요?,최근 쌀값 폭등 원인 해명 해주세요?
8879,항상 웨이팅 압박이 있어 못오다가 이번에 2시간 웨이팅 뚫고 왔는데 완전 추천드려요,"항상 웨이팅 압박이 있어 못오다가, 이번에 2시간 웨이팅 뚫고 다시 왔는데 완전 추천드려요"
8880,용기있는 자의 겁없는 외침.,용기있는 자의 겁없는 자의 외침.
8886,"제가 드라마를 많이 보지는 않는 편인데, 이 드라마는 진짜 대박이네요.","제가 드라마를 많이 보지는 않는 편인데, 사실 이 드라마는 진짜 완전 대박이네요."
8891,오옷.. 부러 가시는건 아니길 바라며…,오옷.. 부러 가시는건 절대 아니길 바라며 …
8901,음악만을 위한 공연장을 만들어주세요,음악만을 위한 멋진 공연장을 만들어주세요
8902,ㅋㅋ헛 대박이다.. 정말 잘 사용하시네요..,. ㅋㅋ헛 대박이다.. 정말 잘 사용하시네요..
8903,무사히 잘 돌아가셔서 정말 다행이예요.,무사히 잘 돌아가셔서 정말 정말 다행이예요.
8914,Cj 올리브영 사고 관련 알리고자 합니다.,오늘 Cj 올리브영 사고 관련 알리고자 합니다.
8920,너무 작고 낑낑대는거 같아서 응원하게됨...,너무 작고 너무 낑낑대는거 같아서 응원하게됨...
8927,요즈음 인기 있다는 바라클라바 실 착용샷입니다.,요즈음 가장 인기 있다는 바라클라바 실 착용샷입니다.
8930,남들 쉬는 휴일에 일하는 사람들의 권익좀 지켜주세요!,남들 쉬는 휴일에 일하는 사람들의 권익좀 꼭 지켜주세요!
8937,정부의 열렬한 지지자이지만 김영철 방한을 절대적으로 반대합니다,정부의 열렬한 지지자이지만 김영철의 방한을 절대적으로 반대합니다
8951,좀 더 진하게 우려낸 기쿠지로의 여름,좀 더 진하게나마 우려낸 기쿠지로의 여름
8973,소비자의 선택권을 제한하고 갑질하는 통신사의 횡포를 막아 주십시요.,소비자의 선택권을 제한하고 갑질하는 통신사의 갑의 횡포를 막아 주십시요.
8978,다 좋은데.. 내롤모델의 끝이 죽는게 참..,둘 다 좋은데.. 내롤모델의 끝이 죽는게 참..
8979,재택으로 일상에 많은 변화가 있는데요..,재택으로 일상에 많은 가지 변화가 있는데요..
9001,세월호 특조위 2기가 필요합니다,그리고 세월호 특조위 2기가 필요합니다
9004,"고교에 학생 평가 자료를 요구하는 것, 그만해 주세요.","고교에 학생 평가 관련 자료를 요구하는 것, 그만해 주세요."
9015,최근 틱톡릴스쇼츠에서 졸업식용 춤으로 유명했던 노래입니다.,최근 틱톡릴스쇼츠에서 졸업식용의 춤으로 유명했던 노래입니다.
9043,양로원 진입로에 갑자기 흙을 쏟아 진입로를 막은 사건,양로원 진입로에 갑자기 흙을 쏟아 진입로를 가로 막은 사건
