,sentence_2,sentence_2_bert
8444,국세청 사이트에 이런 안내문이 떴네요.,국세청 인터넷 사이트에 이런 안내문이 떴네요.
8448,미래를 위해 소년법 폐지해주세요,미래를 찾기 위해 소년법 폐지해주세요
8450,간만에 추억 소환 되어서 너무 좋았습니다 ㅠㅠ!!,간만에 추억 소환 되어서 기분 너무 좋았습니다 ㅠㅠ!!
8463,영화는 재테크의 수단이 아닙니다.,영화는 결코 재테크의 수단이 아닙니다.
8465,촛불집회에 무력진압을 계획한 기무사를 옹호했던 SBS를 감사해야함을 촉구하는 바이다!,촛불집회에 무력진압을 계획한 기무사를 옹호했던 MBC SBS를 감사해야함을 촉구하는 바이다!
8475,저희 와이프도 덕분에 현웃 터졌습니다. ㅎㅎ,저희 와이프도 덕분에 현웃이 터졌습니다. ㅎㅎ
8482,"50분동안 많은 내용을 다루고 있는데, 개발자라면 전체를 보시면 좋을것 같습니다.","50분동안 많은 내용을 다루고 있는데, 개발자라면 내용의 전체를 보시면 좋을것 같습니다."
8483,사라질 위기의 새마을호 태극실 열차에 관심을 부탁드립니다.,사라질 뻔한 위기의 새마을호 태극실 열차에 관심을 부탁드립니다.
8488,그간 이렇게 주옥같은 글들을 모두 모아서 한권의 책으로 엮어냈어요.,그간 이렇게 주옥같은 글들을 모두 모아서 다시 한권의 책으로 엮어냈어요.
8489,모텔영화 아이덴티티였나 그거보다 긴장감은 더있는거같음,모텔영화의 아이덴티티였나 그거보다 긴장감은 더있는거같음
8496,요거 안그래도 슬슬 얘기하고 있던 상황입니다.,요거는 안그래도 슬슬 얘기하고 있던 상황입니다.
8499,머리 엄청 빨리 다시 빽빽해졌네요!,머리 엄청 빨리고 다시 빽빽해졌네요!
8506,제발 1주택자 좀 보호해주세요!!!!!,제발 1주택자 좀 더 보호해주세요!!!!!
8511,애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ,근데 애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ
8515,지방선거에 서울을 투표하는 이유를 묻고싶습니다.,지방선거에 서울을 투표하는 이유를 꼭 묻고싶습니다.
8518,전 이메일이 아이핀보다 더 편합니다.,전에 이메일이 아이핀보다 더 편합니다.
8538,더 나아가 캡쳐도 올려주심 더욱 감사하겠습니다!!,더 나아가 캡쳐도 함께 올려주심 더욱 감사하겠습니다!!
8550,하아... 정말 마음 사르르 녹는 영상이네요...,하아... 정말 마음 사르르 다 녹는 영상이네요...
8551,오늘은 ㅈㅔ가~! 으챠 !,오늘은 ㅈㅔ가 ~! 으챠 ~!
8555,밧슈는 어릴 적 내 우상이었다.,밧슈는 어릴 적부터 내 우상이었다.
8558,기운 얻을 수 있는 시간이었습니다.,마지막 기운 얻을 수 있는 시간이었습니다.
8581,어머 이 사진 솜씨 예사롭지 않습니다!!!!,어머 이 사진 솜씨 예사롭지는 않습니다!!!!
8596,ㅜㅜ 작고 소중한 친구네요...,ㅜㅜ 참 작고 소중한 친구네요...
8598,운동 장비 구매 썰과 장비 사용 후기를 나눴습니다.,운동 장비 구매 후 썰과 장비 사용 후기를 나눴습니다.
8599,이거 너무 억지 아닌가?,이거 너무 좀 억지 아닌가?
8604,"참신한 아이디어, 그러나 부실한 시나리오...",". 참신한 아이디어, 그러나 부실한 시나리오..."
8606,"평창동계올림픽""팀장이 성추행""…또 다른 고발 글도 올라와","평창동계올림픽 "" 팀장이 성추행 "" … 또 다른 고발성 글도 올라와"
8614,공공재 및 문화재 보호대책을 마련했으면 합니다.,조속히 공공재 및 문화재 보호대책을 마련했으면 합니다.
8616,군사 쿠데타를 절대로 막아서는 안 됩니다,군사 쿠데타를 절대로 막아서는 절대 안 됩니다
8625,저도 괜찮으면 돈 내가면서 사용해봐야겠네요.,저도 좀 괜찮으면 돈 내가면서 사용해봐야겠네요.
8629,하지만 실력이 부족한 저는 도전하지 않기로!,하지만 실력이 너무 부족한 저는 도전하지 않기로!
8632,저는 진짜 넘 추천드립니당...ㅋㅋㅋ,저는 진짜로 넘 추천드립니당... ㅋㅋㅋ
8644,여성에게 국방세를 부과해 주십시요.,여성에게는 국방세를 부과해 주십시요.
8651,한국의 음주문화개선 및 처벌은 엄중하게...,한국의 음주문화개선 및 음주운전 처벌은 엄중하게...
8654,오오 저도 주말에 보려고 했는데!,오오 오오 저도 주말에 보려고 했는데!
8655,자른 뒤.. 같이 기르는 것으로...?!,자른 뒤... 같이 기르는 것으로...?!
8661,"차고지 증명제를 실시하고, 도로에 자동차를 주차하지 못하게 해주세요.","차고지 증명제를 실시하고, 도로에 자동차를 주차하지 못하게 조치 해주세요."
8662,이번에 연간 구독을 마쳤습니다.,이번에 연간 신문 구독을 마쳤습니다.
8664,우리 한국여자도 군복무 가능합니다,우리 한국여자도 군복무가 가능합니다
8684,전기가오리... 밀리는게 저만 그런게 아니였군요...ㅎㅎ,전기가오리... 밀리는게 저만 그런게 다가 아니였군요... ㅎㅎ
8685,이 영화가 당대 지녔을 괴력을 알겠다..,이 영화가 당대에 지녔을 괴력을 알겠다..
8688,에너지를 갖고계시는 분들을 연속으로 만나고 있습니다.,에너지를 갖고계시는 분들을 연속으로 많이 만나고 있습니다.
8698,저도 프로젝트가 끝나는 그날을 위해서 참고... 달려볼께요,. 저도 프로젝트가 끝나는 그날을 위해서 참고... 달려볼께요
8700,국회의원 단식투쟁 금지법 발의해주세요.,국회의원 단식투쟁행위 금지법 발의해주세요.
8710,점점 축구인원이 늘어나네요? 진짜 한번 모일때가 된듯!,점점 축구인원이 점점 늘어나네요? 진짜 한번 모일때가 된듯!
8711,대한민국 경제 이렇게 힘듭니까?,대한민국 경제 이렇게 얼마나 힘듭니까?
8713,백엔드 개발자를 희망하고 있습니다.,백엔드의 개발자를 희망하고 있습니다.
8722,정말 프레데터는 희대의 케릭터다,정말 프레데터는 정말 희대의 케릭터다
8723,"그 중에서 특히 집값이 매우 비싸다고 하셨는데, 집값이 비싸기로 유명한 일본 사람들도 홍콩 집값이 너무 비싸다는 얘기를 할 정도라네요","그 중에서 홍콩 특히 일본 집값이 매우 비싸다고 하셨는데, 집값이 비싸기로 유명한 일본 사람들도 홍콩 집값이 너무 비싸다는 얘기를 할 정도 정도라네요"
8726,오 그러면 진짜로 같이 이태원 가요~!! ㅎㅎ,오 그러면서 진짜로 같이 이태원 가요 ~!! ㅎㅎ
8727,처음은 소청도 양갈비에서 양갈비와 양꼬치를 먹으며 시작했습니다!,맨 처음은 소청도 양갈비에서 양갈비와 양꼬치를 먹으며 시작했습니다!
8730,콘텐츠 개발이 너무 불규칙합니다.,콘텐츠의 개발이 너무 불규칙합니다.
8737,상가임대차] 한번만 읽어주시면 감사하겠습니다.,상가임대차 ] 한번만 더 읽어주시면 감사하겠습니다.
8748,라는 용어를 라고 바꿔 주세요.,. 라는 용어를 라고 바꿔 주세요.
8755,범죄 용의자가 술 마시고 사건을 일으켰을 경우 처벌 가중을 요청합니다.,범죄 용의자가 실제로 술 마시고 총격 사건을 일으켰을 경우 처벌 가중을 요청합니다.
8757,우와~~~ 잘 즐기고 몸조심 하셔요,우와 ~ ~ ~ ~ 잘 즐기고 몸조심 하셔요
8760,평창올림픽 북한 참여 철회 청원합니다,평창올림픽 북한 참여 철회를 청원합니다
8772,<PERSON> 님 혹시 크라브마가 조인 생각있으시면 나중에 일정 짤 때 메세지 드릴게요~!,"< PERSON > 님 혹시 크라브마가 일정 조인 생각있으시면, 나중에 일정 짤 때 메세지 드릴게요 ~!"
8783,청년실업 및 노동복지를 위한 개선안,청년실업 및 노동복지를 위한 제도 개선안
8795,저 왜 태그된거에요...? ㅋㅋ,저는 왜 태그된거에요...? ㅋㅋ
8804,와 이모지 만들기... 짱입니당!,와 이모지 만들기.... 짱입니당!
8805,퀵 자체는 오전 중이면 될 것 같아요…,퀵 자체는 오전 작업 중이면 될 것 같아요 …
8809,그게 사정을 들어보니 그정도는 아니더라고요..,그게 지금 사정을 들어보니 그정도는 아니더라고요..
8814,제발 재구속 및 사형 또는 무기징역 처벌!!!,"제발 재구속 및, 사형 또는 무기징역 처벌!!!"
8818,다양한 입력을 통해 다양한 출력이 나온다.,다양한 입력을 통해 다양한 출력이 함께 나온다.
8822,월욜 갭차이 어쩔.. ㅋㅋㅋ 잃고싶지않다..,월욜 갭차이 어쩔.. ㅋㅋㅋ. 잃고싶지않다..
8824,박스오피스위 돈 많이 번 작품인만큼 재미고 무섭다,박스오피스위 돈 많이 번 작품인만큼 더 재미고 무섭다
8825,국가직 운전직도 같은 공무원입니다,국가직과 운전직도 같은 공무원입니다
8826,헉 ㅠㅠ 저도 경보문자받고 걱정... 다들 무사하시길 ㅠㅠㅠ....,헉 ㅠㅠ. 저도 경보문자받고 걱정... 다들 무사하시길 ㅠㅠㅠ....
8831,국회의원및 지방자치단체장의 도덕성 검증 도입을 요청합니다.,국회의원및 지방자치단체장의 도덕성의 검증 도입을 요청합니다.
8835,강아지 너무 귀엽네요 ㅎㅎ,강아지 너무도 귀엽네요 ㅎㅎ
8836,서울 아산병원 의료사고를 고발합니다.,서울의 아산병원 의료사고를 고발합니다.
8847,교육정책에 대한 공론화 결과를 그대로 받아들여 주십시오,교육정책에 대한 대한 공론화 결과를 그대로 받아들여 주십시오
8856,그래도 모니터를 여러 대 사용하니까 좋네요...,그래도 모니터를 이렇게 여러 대 사용하니까 좋네요...
8865,제 엄지는 저에게 어색하였는지 필터링시켜버렸네요..ㅋㅋㅋ,제 엄지는 저에게 좀 어색하였는지 필터링시켜버렸네요.. ㅋㅋㅋ
8867,멋진 곳에서 다양한 메뉴를 먹고싶다,멋진 곳에서 다양한 메뉴를 만나 먹고싶다
8868,천안함의 사고 원인을 확정해주세요,먼저 천안함의 사고 원인을 확정해주세요
8879,1시간 동안 이야기 나누다 미팅이 있어 마무리 지었는데 너무 즐거웠습니다.,약 1시간 동안 이야기 나누다 미팅이 잡혀 있어 마무리 지었는데 너무 즐거웠습니다.
8880,터무니 없는 영화 .,터무니 없는 영화다.
8886,제가 운동할때 듣는 음악들인데 (내용에 F가 좀 뜨긴 하지만) 제목은 상당히 멋집니다.,제가 운동할때 자주 안 듣는 음악들인데 ( 내용에 F가 좀 뜨긴 하지만 ) 제목은 상당히 멋집니다.
8891,"오, 깨지지 않길 바라며...","오, 깨지지 않길 간절히 바라며..."
8901,니트족들을 위한 일자리들을 만들어주세요,니트족들을 위한 일자리들을 많이 만들어주세요
8903,다행이 이제 다 돌아왔네요.,다행이 이제 다들 돌아왔네요.
8908,국민들은 평화와 평안을 원한다,국민들은 평화와 평안을 간절히 원한다
8914,신한은행 도급회사 신한서브 갑질에 대해 처벌을 요구합니다.,신한은행 도급회사 신한서브는 갑질에 대해 처벌을 요구합니다.
8920,개인적으로 확대 필기기능과 체크박스만 추가되면 넘 좋겠....,개인적으로 확대 필기기능과 체크박스만 추가되면서 넘 좋겠....
8927,제가 요즈음 재미있게 보는 굿닥터의 물 시리즈 인데요.,제가 요즈음 재미있게 보는 굿닥터의 물 시리즈들 인데요.
8930,중소 상인들 좀 도와주세요.,중소 상인들 좀 더 도와주세요.
8945,국민연금 추납제도 당장 중단시켜 주십시오...,국민연금의 추납제도 당장 중단시켜 주십시오...
8951,타티의 시선으로 풀어낸 회색도시의 기이한 춤사위,그리고 타티의 시선으로 풀어낸 회색도시의 기이한 춤사위
8957,염산 등 위험물질 판매불가 시켜주세요.,염산 등 위험물질 판매불가를 시켜주세요.
8973,소수에 특혜 부여하는 기관장의 권한행사를 금지시켜주시기 바랍니다.,또한 소수에 특혜 부여하는 기관장의 권한행사를 금지시켜주시기 바랍니다.
8978,"살 곳이없다,..어디에도..핵전쟁의 최후가 그러려니..","살 만한 곳이없다,.. 어디에도.. 핵전쟁의 최후가 그러려니.."
9001,황전원 특조위원 박탈을 청원합니다,황전원 특조위원직 박탈을 청원합니다
9004,버스 비상등켜고 좌우로 맘대로 차선 바꾸는 것 금지해 주세요.,버스 버스 비상등켜고 좌우로 맘대로 차선 바꾸는 것 금지해 주세요.
9015,서로 재밌게 봤던 영화와 넷플릭스 추천을 주고 받았습니다,서로 재밌게 봤던 영화와 함께 넷플릭스 추천을 주고 받았습니다
9039,서평이 이 정도이면.. 내용은..?,서평이. 이 정도이면.. 내용은..?
9043,모든 도로에 중앙분리대를 설치 및 횡단보도에 분리봉을 설치해주세요,모든 도로에 중앙분리대를 설치하여 및 횡단보도에 분리봉을 설치해주세요
9049,주52시간 근로제의 빠른 개선안을 요구합니다.,주52시간제 근로제의 빠른 개선안을 요구합니다.
9052,너무 멋진연주 잘 들었어요..!!!,너무 멋진연주 잘만 들었어요..!!!
9053,오랫만에 즐겨보게 된 드라마,오랫만에 즐겨보게 된 SBS 드라마
9054,이번 2019년도 수학능력평가 수험생입니다.,바로 이번 2019년도 수학능력평가 수험생입니다.
9072,네고왕이랑 콜라보해서 바프 아몬드 세일하네용,네고왕이랑 콜라보해서 바프 아몬드도 세일하네용
9081,"그 외에도 재택근무 이야기들, 저번주에 들었던 온콜문화에 대해 이야기하다 보니 시간이 후딱 가더라구요.","그 이야기 외에도 재택근무의 이야기들, 저번주에 들었던 온콜문화에 대해 이야기하다 보니 시간이 후딱 가더라구요."
9085,"1544,1577,1588등 대표전화 없애 주세요.","1544, 1577, 1588등 대표전화를 없애 주세요."
9095,간접흡연 관련 법률을 제정해 주십시오.,간접흡연 관련 법률을 제정해 보여 주십시오.
9098,교육은 평생 무제한(유학포함) 국가지원(무상교육)으로 해 주세요,무상 교육은 평생 무제한 ( 유학포함 ) 국가지원 ( 무상교육 ) 으로 해 주세요
9121,"채무자의 금전소비대차의 공증서의 회생.파산,면책 신청의 무의미함...","채무자의 금전소비대차의 공증서의 회생. 파산, 면책 신청의 길이 무의미함..."
